"Drug_ID","Segmented_SMILE"
"DB08869","CC\;C\C;\C=;C=C;=C\;C\C;\CC;CC(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(O);O)C;)C=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC(;C(O;(O);O)=;)=O;=O);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C(;C(C;(C);C)C;)CC;CC);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C(;C(C;(C);C)O;)O);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC(;C(N;(N);N)=;)=O;=O);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CO;CO);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(O);O)C;)C=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCN;CNC;NC(;C(N;(N);N)=;)=N;=N);N)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCC;CCN;CN);N)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C(;C(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC(;C(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)N;)NC;NCC;CC(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CC(;C(N;(N);N)=;)=O;=O);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC(;C(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CO;CO);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCN;CNC;NC(;C(N;(N);N)=;)=N;=N);N)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCC;CCN;CN);N)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC(;C(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC(;C(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CC(;C(N;(N);N)=;)=O;=O);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC(;C(O;(O);O)=;)=O;=O);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C(;C(C;(C);C)C;)CC;CC);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCS;CSC;SC);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CO;CO);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCN;CNC;NC(;C(N;(N);N)=;)=N;=N);N)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CC(;C(N;(N);N)=;)=O;=O);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CC(;C(N;(N);N)=;)=O;=O);O)C;)C(;C(=;(=O;=O);O)N;)NC;NCC;CC(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CC(;C(N;(N);N)=;)=O;=O);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CO;CO);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC(;C(N;(N);N)=;)=O;=O);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CC(;C(N;(N);N)=;)=O;=O);O)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCN;CNC;NC(;C(N;(N);N)=;)=N;=N);N)C;)C(;C(=;(=O;=O);O)N;)NC;NCC;CC(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCN;CNC;NC(;C(N;(N);N)=;)=N;=N);N)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCN;CNC;NC(;C(N;(N);N)=;)=N;=N);N)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC(;C(C;(C);C)C;)C);C)C;)C(;C(N;(N);N)=;)=O"
"DB08871","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CC(;C(=;(=C;=C);C)[;)[C;[C@;C@];@](;]([;([H;[H];H]);])(;)(C;(CC;CC[;C[C;[C@;C@@;@@];@]3;]3(;3([;([H;[H];H]);])C;)C[;C[C;[C@;C@@;@@H;@H];H](;](C;(C);C)C;)C(;C(=;(=C;=C);C)[;)[C;[C@;C@@;@@];@](;]([;([H;[H];H]);])(;)(C;(C[;C[C;[C@;C@];@]4;]4(;4([;([H;[H];H]);])O;)O[;O[C;[C@;C@H;@H];H](;](C;(C[;C[C;[C@;C@H;@H];H](;](O;(O);O)C;)CN;CN);N)[;)[C;[C@;C@H;@H];H](;](O;(OC;OC);C)[;)[C;[C@;C@@;@@];@]4;]4(;4([;([H;[H];H]);])C;)CC;CC(;C(=;(=O;=O);O)C;)C[;C[C;[C@;C@@;@@];@]4;]4(;4([;([H;[H];H]);])C;)CC;CC[;C[C;[C@;C@];@]5;]5(;5([;([H;[H];H]);])O;)O[;O[C;[C@;C@@;@@];@]6;]6(;6([;([H;[H];H]);])[;)[C;[C@;C@H;@H];H]7;]7O;7O[;O[C;[C@;C@@;@@];@]8;]8(;8(C;(C[;C[C;[C@;C@];@]7;]7(;7([;([H;[H];H]);])O;)O[;O[C;[C@;C@@;@@];@]6;]6(;6([;([H;[H];H]);])[;)[C;[C@;C@@;@@];@](;]([;([H;[H];H]);])(;)(O;(O8;O8);8)[;)[C;[C@;C@@;@@];@]5;]5(;5([;([H;[H];H]);])O;)O4;O4);4)C;)CC;CC1;C1);1)O;)O3;O3);3)O;)O2"
"DB08872","CC(;C(C;(C);C)C;)C(;C(=;(=O;=O);O)O;)OC;OC(;C(C;(C);C)O;)OC;OC(;C(=;(=O;=O);O)N;)NC;NCC;CC1;C1(;1(C;(CC;CC(;C(O;(O);O)=;)=O;=O);O)C;)CC;CCC;CCC;CCC;CC1"
"DB08873","[H];H][;][C;[C@;C@];@]1;]12;12C;2CN;CN(;N([;([C;[C@;C@H;@H];H](;](C;(C(;C(=;(=O;=O);O)N;)NC;NC(;C(C;(CC;CC3;C3C;3CC;CCC;CC3;C3);3)C;)C(;C(=;(=O;=O);O)C;)C(;C(N;(N);N)=;)=O;=O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])C;)C2;C2(;2(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H](;](N;(NC;NC(;C(=;(=O;=O);O)N;)NC;NC(;C(C;(C);C)(;)(C;(C);C)C;)C);C)C;)C(;C(C;(C);C)(;)(C;(C);C)C"
"DB08874","[H];H][;][C;[C@;C@@;@@];@]1;]1(;1(O;(O[;O[C;[C@;C@@;@@H;@H];H]2;]2[;2[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC);C)\;)\C;\C=;C=C;=C(;C(C;(C);C)\;)\[;\[C;[C@;C@@;@@H;@H];H](;](O;(O);O)C;)C\;C\C;\C=;C=C;=C\;C\C;\C=;C=C;=C(;C(C;(CO;CO[;O[C;[C@;C@@;@@H;@H];H]3;]3O;3O[;O[C;[C@;C@H;@H];H](;](C;(C);C)[;)[C;[C@;C@@;@@H;@H];H](;](O;(OC;OC(;C(=;(=O;=O);O)C;)C4;C4=;4=C;=C(;C(C;(CC;CC);C)C;)C(;C(C;(Cl;Cl);l)=;)=C;=C(;C(O;(O);O)C;)C(;C(C;(Cl;Cl);l)=;)=C;=C4;C4O;4O);O)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H]3;]3O;3OC;OC);C)\;)\C;\C(;C(=;(=O;=O);O)O;)O[;O[C;[C@;C@@;@@H;@H];H](;](C;(C\;C\C;\C=;C=C;=C(;C(/;(/C;/C);C)\;)\C;\C=;C=C;=C2;C2/;2/C;/C);C)[;)[C;[C@;C@@;@@H;@H];H](;](C;(C);C)O;)O);O)O;)OC;OC(;C(C;(C);C)(;)(C;(C);C)[;)[C;[C@;C@@;@@H;@H];H](;](O;(OC;OC(;C(=;(=O;=O);O)C;)C(;C(C;(C);C)C;)C);C)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H]1;]1O"
"DB08875","COC;OC1;C1=;1=C;=CC;CC2;C2=;2=C;=C(;C(C;(C=;C=C;=C1;C1O;1OC;OC);C)C;)C(;C(O;(OC;OC1;C1=;1=C;=CC;CC=;C=C;=C(;C(N;(NC;NC(;C(=;(=O;=O);O)C;)C3;C3(;3(C;(CC;CC3;C3);3)C;)C(;C(=;(=O;=O);O)N;)NC;NC3;C3=;3=C;=CC;CC=;C=C;=C(;C(F;(F);F)C;)C=;C=C;=C3;C3);3)C;)C=;C=C;=C1;C1);1)=;)=C;=CC;CC=;C=N;=N2"
"DB08877","N#C;#CC;CC[;C[C;[C@;C@H;@H];H](;](C;(C1;C1C;1CC;CCC;CCC;CC1;C1);1)N;)N1;N1C;1C=;C=C;=C(;C(C;(C=;C=N;=N1;N1);1)C;)C1;C1=;1=C;=C2;C2C;2C=;C=C;=CN;CNC;NC2;C2=;2=N;=NC;NC=;C=N;=N1"
"DB08880","C\C;\C(;C(O;(O);O)=;)=C;=C(;C(/;(/C;/C#;C#N;#N);N)C;)C(;C(=;(=O;=O);O)N;)NC;NC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)C;)C(;C(F;(F);F)(;)(F;(F);F)F"
"DB08881","CCC;CCS;CS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)N;)NC;NC1;C1=;1=C;=C(;C(F;(F);F)C;)C(;C(C;(C(;C(=;(=O;=O);O)C;)C2;C2=;2=C;=CN;CNC;NC3;C3=;3=N;=NC;NC=;C=C;=C(;C(C;(C=;C=C;=C2;C23;23);3)C;)C2;C2=;2=C;=CC;CC=;C=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C2;C2);2)=;)=C;=C(;C(F;(F);F)C;)C=;C=C;=C1"
"DB08882","CC#;C#C;#CC;CCN;CN1;N1C;1C(;C(=;(=N;=NC;NC2;C2=;2=C;=C1;C1C;1C(;C(=;(=O;=O);O)N;)N(;N(C;(CC;CC1;C1=;1=N;=NC;NC3;C3=;3=C;=C(;C(C;(C=;C=C;=CC;CC=;C=C;=C3;C3);3)C;)C(;C(C;(C);C)=;)=N;=N1;N1);1)C;)C(;C(=;(=O;=O);O)N;)N2;N2C;2C);C)N;)N1;N1C;1CC;CCC;CC[;C[C;[C@;C@@;@@H;@H];H](;](N;(N);N)C;)C1"
"DB08883","O=C;=C1;C1N;1N(;N(C;(C=;C=C;=C(;C(C;(C=;C=C;=C1;C1C;1C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1C;1C#;C#N;#N);N)C;)C1;C1=;1=N;=NC;NC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB08884","[Gd;Gd+;d+3;+3];3].;].[;.[H;[H];H][;][C;[C@;C@@;@@];@](;](C;(CN;CN(;N(C;(CC;CCN;CN(;N(C;(CC;CC(;C([;([O;[O-;O-];-]);])=;)=O;=O);O)C;)CC;CC(;C([;([O;[O-;O-];-]);])=;)=O;=O);O)C;)CC;CC(;C([;([O;[O-;O-];-]);])=;)=O;=O);O)(;)(C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(OC;OCC;CC);C)C;)C=;C=C;=C1;C1);1)N;)N(;N(C;(CC;CC(;C(O;(O);O)=;)=O;=O);O)C;)CC;CC(;C(O;(O);O)=;)=O"
"DB08887","CCO;COC;OC(;C(=;(=O;=O);O)C;)CC;CCC;CC\;C\C;\C=;C=C;=C/;C/C;/C\;C\C;\C=;C=C;=C/;C/C;/C\;C\C;\C=;C=C;=C/;C/C;/C\;C\C;\C=;C=C;=C/;C/C;/C\;C\C;\C=;C=C;=C/;C/C;/CC"
"DB08889","CC(;C(C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](N;(NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)N;)NC;NC(;C(=;(=O;=O);O)C;)CN;CN1;N1C;1CC;CCO;COC;OCC;CC1;C1);1)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC(;C(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)CO;CO1"
"DB08893","NC1;C1=;1=N;=NC;NC(;C(C;(CC;CC(;C(=;(=O;=O);O)N;)NC;NC2;C2=;2=C;=CC;CC=;C=C;=C(;C(C;(CC;CCN;CNC;NC[;C[C;[C@;C@H;@H];H](;](O;(O);O)C;)C3;C3=;3=C;=CC;CC=;C=C;=CC;CC=;C=C;=C3;C3);3)C;)C=;C=C;=C2;C2);2)=;)=C;=CS;CS1"
"DB08895","[H];H][;][C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)CC;CCN;CN(;N(C;(C[;C[C;[C@;C@];@]1;]1(;1([;([H;[H];H]);])N;)N(;N(C;(C);C)C;)C1;C1=;1=N;=NC;NC=;C=N;=NC;NC2;C2=;2=C;=C1;C1C;1C=;C=C;=CN;CN2;N2);2)C;)C(;C(=;(=O;=O);O)C;)CC;CC#;C#N"
"DB08896","CNC;NC(;C(=;(=O;=O);O)C;)C1;C1=;1=C;=CC;CC(;C(O;(OC;OC2;C2=;2=C;=CC;CC(;C(F;(F);F)=;)=C;=C(;C(N;(NC;NC(;C(=;(=O;=O);O)N;)NC;NC3;C3=;3=C;=CC;CC=;C=C;=C(;C(C;(Cl;Cl);l)C;)C(;C(=;(=C;=C3;C3);3)C;)C(;C(F;(F);F)(;)(F;(F);F)F;)F);F)C;)C=;C=C;=C2;C2);2)=;)=C;=CC;CC=;C=N;=N1"
"DB08897","OC(;C(C;(C(;C(=;(=O;=O);O)O;)O[;O[C;[C@;C@H;@H];H]1;]1C;1C[;C[N;[N+;N+];+]2;]2(;2(C;(CC;CCC;CCO;COC;OC3;C3=;3=C;=CC;CC=;C=C;=CC;CC=;C=C;=C3;C3);3)C;)CC;CCC;CC1;C1C;1CC;CC2;C2);2)(;)(C;(C1;C1=;1=C;=CC;CC=;C=C;=CS;CS1;S1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CS;CS1"
"DB08899","CNC;NC(;C(=;(=O;=O);O)C;)C1;C1=;1=C;=C(;C(F;(F);F)C;)C=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)N;)N1;N1C;1C(;C(=;(=S;=S);S)N;)N(;N(C;(C(;C(=;(=O;=O);O)C;)C1;C1(;1(C;(C);C)C;)C);C)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C#;C#N;#N);N)C;)C(;C(=;(=C;=C1;C1);1)C;)C(;C(F;(F);F)(;)(F;(F);F)F"
"DB08901","CN1;N1C;1CC;CCN;CN(;N(C;(CC;CC2;C2=;2=C;=CC;CC=;C=C;=C(;C(N;(NC;NC(;C(=;(=O;=O);O)C;)C3;C3=;3=C;=CC;CC(;C(C;(C#;C#C;#CC;CC4;C4=;4=C;=CN;CN=;N=C;=C5;C5C;5C=;C=C;=CC;CC=;C=N;=NN;NN4;N45;45);5)=;)=C;=C(;C(C;(C);C)C;)C=;C=C;=C3;C3);3)C;)C=;C=C;=C2;C2C;2C(;C(F;(F);F)(;)(F;(F);F)F;)F);F)C;)CC;CC1"
"DB08903","COC;OC1;C1=;1=N;=NC;NC2;C2=;2=C;=C(;C(C;(C=;C=C;=C(;C(B;(Br;Br);r)C;)C=;C=C;=C2;C2);2)C;)C=;C=C;=C1;C1[;1[C;[C@;C@@;@@H;@H];H](;](C;(C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)[;)[C;[C@;C@@;@@];@](;](O;(O);O)(;)(C;(CC;CCN;CN(;N(C;(C);C)C;)C);C)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC2;C2=;2=C;=C1;C1C;1C=;C=C;=CC;CC=;C=C;=C2"
"DB08905","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CCC;CC(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)CC;CC[;C[C;[C@;C@@;@@];@]1;]1(;1([;([H;[H];H]);])[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)CC;CCC;CC2;C2=;2=C;=C(;C(O;(O);O)C;)C(;C(=;(=O;=O);O)C;)CC;CC[;C[C;[C@;C@];@]1;]12;12C"
"DB08906","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2C[;C[C;[C@;C@@;@@H;@H];H](;](C;(C);C)[;)[C;[C@;C@];@](;](O;(OC;OC(;C(=;(=O;=O);O)C;)C3;C3=;3=C;=CC;CC=;C=C;=CO;CO3;O3);3)(;)(C;(C(;C(=;(=O;=O);O)S;)SC;SCF;CF);F)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@];@]1;]1(;1(F;(F);F)[;)[C;[C@;C@@;@@];@]2;]2(;2([;([H;[H];H]);])C;)C[;C[C;[C@;C@H;@H];H](;](F;(F);F)C;)C2;C2=;2=C;=CC;CC(;C(=;(=O;=O);O)C;)C=;C=C;=C[;C[C;[C@;C@];@]1;]12;12C"
"DB08907","[H];H][;][C;[C@;C@];@]1;]1(;1(O;(O[;O[C;[C@;C@H;@H];H](;](C;(CO;CO);O)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H]1;]1O;1O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C);C)C;)C(;C(C;(CC;CC2;C2=;2=C;=CC;CC=;C=C;=C(;C(S;(S2;S2);2)C;)C2;C2=;2=C;=CC;CC=;C=C;=C(;C(F;(F);F)C;)C=;C=C;=C2;C2);2)=;)=C;=C1"
"DB08908","[H];H]\;]\C;\C(;C(=;(=C;=C(;C(\;(\[;\[H;[H];H]);])C;)C(;C(=;(=O;=O);O)O;)OC;OC);C)C;)C(;C(=;(=O;=O);O)O;)OC"
"DB08909","O=C;=C(;C(C;(CC;CCC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)O;)OC;OCC;CC(;C(C;(CO;COC;OC(;C(=;(=O;=O);O)C;)CC;CCC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)O;)OC;OC(;C(=;(=O;=O);O)C;)CC;CCC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB08910","NC1;C1=;1=C;=CC;CC=;C=C;=CC;CC2;C2=;2=C;=C1;C1C;1C(;C(=;(=O;=O);O)N;)N(;N(C;(C1;C1C;1CC;CCC;CC(;C(=;(=O;=O);O)N;)NC;NC1;C1=;1=O;=O);O)C;)C2;C2=;2=O"
"DB08911","CN1;N1C;1C(;C(=;(=O;=O);O)C;)C(;C(C;(C);C)=;)=C;=C2;C2N;2N(;N(C;(C(;C(=;(=O;=O);O)N;)N(;N(C;(C3;C3C;3CC;CC3;C3);3)C;)C(;C(=;(=O;=O);O)C;)C2;C2=;2=C;=C1;C1N;1NC;NC1;C1=;1=C;=CC;CC=;C=C;=C(;C(I;(I);I)C;)C=;C=C;=C1;C1F;1F);F)C;)C1;C1=;1=C;=CC;CC(;C(N;(NC;NC(;C(C;(C);C)=;)=O;=O);O)=;)=C;=CC;CC=;C=C;=C1"
"DB08912","CC(;C(C;(C);C)(;)(C;(C);C)C;)C1;C1=;1=N;=NC;NC(;C(=;(=C;=C(;C(S;(S1;S1);1)C;)C1;C1=;1=N;=NC;NC(;C(N;(N);N)=;)=N;=NC;NC=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=C(;C(F;(F);F)C;)C(;C(N;(NS;NS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C2;C2=;2=C;=C(;C(F;(F);F)C;)C=;C=C;=CC;CC=;C=C;=C2;C2F;2F);F)=;)=C;=CC;CC=;C=C;=C1"
"DB08913","[Cl;Cl-;l-];-].;].[;.[C;[Cl;Cl-;l-];-].;].[;.[2;[22;223;23R;3Ra;Ra+;a++;++]"
"DB08916","CN(;N(C;(C);C)C;)C\;C\C;\C=;C=C;=C\;C\C;\C(;C(=;(=O;=O);O)N;)NC;NC1;C1=;1=C;=C(;C(O;(O[;O[C;[C@;C@H;@H];H]2;]2C;2CC;CCO;COC;OC2;C2);2)C;)C=;C=C;=C2;C2N;2N=;N=C;=CN;CN=;N=C;=C(;C(N;(NC;NC3;C3=;3=C;=CC;CC(;C(C;(Cl;Cl);l)=;)=C;=C(;C(F;(F);F)C;)C=;C=C;=C3;C3);3)C;)C2;C2=;2=C;=C1"
"DB08918","CCN;CN(;N(C;(CC;CC);C)C;)C(;C(=;(=O;=O);O)[;)[C;[C@;C@];@]1;]1(;1(C;(C[;C[C;[C@;C@H;@H];H]1;]1C;1CN;CN);N)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB08922","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CCC;CCC;CC[;C[C;[C@;C@];@]1;]1(;1([;([H;[H];H]);])C;)C(;C(=;(=O;=O);O)N;)N(;N(C;(CC;CCC;CCC;CCN;CN1;N1C;1CC;CCN;CN(;N(C;(CC;CC1;C1);1)C;)C1;C1=;1=N;=NS;NSC;SC3;C3=;3=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C13;13);3)C;)C2;C2=;2=O"
"DB08930","[H];H][;][C;[C@;C@];@]1;]12;12C;2CN;CN3;N3C;3C=;C=C;=C(;C(C;(C(;C(=;(=O;=O);O)N;)NC;NCC;CC4;C4=;4=C;=CC;CC=;C=C;=C(;C(F;(F);F)C;)C=;C=C;=C4;C4F;4F);F)C;)C(;C(=;(=O;=O);O)C;)C(;C(O;(O);O)=;)=C;=C3;C3C;3C(;C(=;(=O;=O);O)N;)N1;N1[;1[C;[C@;C@H;@H];H](;](C;(C);C)C;)CC;CCO;CO2"
"DB08931","COC;OC(;C(=;(=O;=O);O)N;)N(;N(C;(C);C)C;)C1;C1=;1=C;=C(;C(N;(N);N)N;)N=;N=C;=C(;C(N;(N=;N=C;=C1;C1N;1N);N)C;)C1;C1=;1=N;=NN;NN(;N(C;(CC;CC2;C2=;2=C;=C(;C(F;(F);F)C;)C=;C=C;=CC;CC=;C=C;=C2;C2);2)C;)C2;C2=;2=C;=C1;C1C;1C=;C=C;=CC;CC=;C=N;=N2"
"DB08932","CCC;CCN;CNS;NS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)N;)NC;NC1;C1=;1=C;=C(;C(C;(C(;C(O;(OC;OCC;CCO;COC;OC2;C2=;2=N;=NC;NC=;C=C;=C(;C(B;(Br;Br);r)C;)C=;C=N;=N2;N2);2)=;)=N;=NC;NC=;C=N;=N1;N1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(B;(Br;Br);r)C;)C=;C=C;=C1"
"DB08933","ClC;lC1;C1=;1=C;=CC;CC(;C(C;(Cl;Cl);l)=;)=C;=C(;C(C;(C=;C=C;=C1;C1);1)[;)[C;[C@;C@@;@@H;@H];H]1;]1C;1CS;CS\;S\C;\C(;C(S;(S1;S1);1)=;)=C;=C(;C(\;(\C;\C#;C#N;#N);N)N;)N1;N1C;1C=;C=C;=CN;CN=;N=C;=C1"
"DB08934","CC(;C(C;(C);C)O;)OC;OC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(C);C)N;)N[;N[P;[P@;P@];@](;](=;(=O;=O);O)(;)(O;(OC;OC[;C[C;[C@;C@H;@H];H]1;]1O;1O[;O[C;[C@;C@@;@@H;@H];H](;](N;(N2;N2C;2C=;C=C;=CC;CC(;C(=;(=O;=O);O)N;)NC;NC2;C2=;2=O;=O);O)[;)[C;[C@;C@];@](;](C;(C);C)(;)(F;(F);F)[;)[C;[C@;C@@;@@H;@H];H]1;]1O;1O);O)O;)OC;OC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
